LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000019230-0001-8,DAVID CAMPOS ET AL,,2711 S HILL STREET,LOS ANGELES,90007-,2711 HILL 90007,,,,,,0,03/01/2000,12/31/2002,
0000019241-0001-6,RADIOSHACK CORPORATION,,505 S FLOWER STREET,LOS ANGELES,90071-,505 FLOWER 90071,,,,,,0,01/01/1975,01/22/2001,
0000019266-0001-6,JULIO FONTOURA,,6606 ALDAMA STREET,LOS ANGELES,90042-,6606 ALDAMA 90042,,,,,,14,03/03/2000,09/15/2000,
0000019407-0001-5,CM BLAIR WO FOSTER & CO INC,,800 W 6TH STREET #930,LOS ANGELES,90017-,800 6TH 90017,,,,,,0,07/01/1973,04/29/2000,
0000019445-0001-1,EDNA M COOK,,2301 S ALMA STREET,SAN PEDRO,90731-,2301 ALMA 90731,,,,,,15,08/01/1974,12/31/2002,
0000019461-0001-0,MANUEL CARRILLO,,6052 GOLDEN WEST AVENUE,TEMPLE CITY,91780-1718,6052 GOLDEN WEST 91780-1718,,,,,,0,05/07/2004,01/01/2019,
0003234762-0001-0,LARRY I. TURKHEIMER COMPANY INC.,"LITCO INC,",2422 GUTHRIE COURT,LOS ANGELES,90034-1057,2422 GUTHRIE 90034-1057,,,,541800,Advertising & related services,5,01/01/2021,,"(34.0404, -118.3929)"
0000019493-0001-0,RICARDO HERNANDEZ,,1503 W PICO BLVD,LOS ANGELES,90015-,1503 PICO 90015,,,,,,0,03/08/2000,12/31/2001,
0000019556-0001-7,FASHION COMPUTER INC,,1527 NEWTON STREET,LOS ANGELES,90021-2727,1527 NEWTON 90021-2727,,,,,,14,01/02/2003,12/20/2012,
0000019596-0001-1,FRANK E MADDOCKS INC,,2011 PONTIUS AVENUE,LOS ANGELES,90025-5613,2011 PONTIUS 90025-5613,,,,,,5,04/01/1975,04/20/2004,
0000019609-0001-1,RHONADA A MYERS,,6707 SPRINGPARK AVENUE #8,LOS ANGELES,90056-,6707 SPRINGPARK 90056,,,,,,0,03/14/2000,12/31/2003,
0003247407-0001-4,PRISCILLA ACOSTA,,2510 S DIXIELAND ROAD,ROGERS,72758-1236,2510 DIXIELAND 72758-1236,,,,,,0,01/01/2016,12/31/2019,
0000019694-0001-1,EBRAHIM NABATIAN,,1140 SANTEE STREET,LOS ANGELES,90015-1722,1140 SANTEE 90015-1722,,,,,,14,01/10/2000,08/31/2017,
0000019704-0001-6,JOSE DAVILA AQUINO,,8225 ENCINO AVENUE,NORTHRIDGE,91325-4313,8225 ENCINO 91325-4313,,,,,,12,02/02/2000,12/31/2006,
0000019767-0001-1,SAR CALIFORNIA HOLDCO INC,,735 S FIGUEROA STREET #112,LOS ANGELES,90017-2561,735 FIGUEROA 90017-2561,,,,,,9,06/01/2003,12/31/2010,
0000019779-0001-4,NAHID C JAFFEE,,14022 RUNNYMEDE STREET,VAN NUYS,91405-2511,14022 RUNNYMEDE 91405-2511,,,,,,2,05/01/1999,12/18/2014,
0000019972-0001-9,STEPHANYE M STRIDER,,926 E 92ND STREET,LOS ANGELES,90002-,926 92ND 90002,,,,,,0,04/01/2000,12/31/2000,
0000200000-0001-0,M & P DRYWALL INC,,13201 CRENSHAW BLVD,HAWTHORNE,90250-6333,13201 CRENSHAW 90250-6333,,,,,,0,03/20/1995,12/31/2023,
0000020105-0001-2,UNION BANK TR C4755,,5500 W JEFFERSON BLVD,LOS ANGELES,90016-,5500 JEFFERSON 90016,,,,,,10,01/01/1974,08/14/1998,
0000020126-0001-4,JAMES M LIMB,,742 S VERMONT AVENUE,LOS ANGELES,90005-,742 VERMONT 90005,,,,,,10,03/01/2000,04/30/2003,
0000020161-0001-6,EMILIO A RODRIGUEZ,,312 E COLDEN AVENUE,LOS ANGELES,90003-,312 COLDEN 90003,,,,,,0,06/01/1992,12/31/1996,
0003227320-0001-9,THE BOX CO LLC,,1515 N AVENUE 53,LOS ANGELES,90042-1807,1515 AVENUE 53 90042,1515 N AVENUE 53,LOS ANGELES,90042-1807,,,14,12/25/2020,,"(34.1217, -118.2003)"
0000020179-0001-6,SAFE T PROOF DISASTER PREPAREDNESS CO LLC,,31143 VIA COLINAS #502,THOUSAND OAKS,91362-,31143 VIA COLINAS 91362,,,,,,0,03/07/2000,11/01/2004,
0000020199-0001-3,FRANCISCO GUTIERREZ,,7015 S VERMONT AVENUE,LOS ANGELES,90044-5246,7015 VERMONT 90044-5246,,,,,,8,03/15/2000,03/31/2007,
0000020228-0001-1,BIG TWO CORP,,1324 S FLOWER STREET,LOS ANGELES,90015-2908,1324 FLOWER 90015,,,,,,9,03/16/2000,12/31/2004,
0000020270-0001-3,WALTER LEE COFFEE,,1072 LAGUNA AVENUE #8,LOS ANGELES,90026-,1072 LAGUNA 90026,,,,,,0,03/15/2000,12/31/2002,
0000020477-0001-1,ANTHONY M DARMAS,,4517 CIRCLE VIEW BLVD,LOS ANGELES,90043-1151,4517 CIRCLE VIEW 90043,,,,,,0,06/01/1992,06/01/2002,
0000020483-0001-7,SUZANNE M KNIGHT,,973 W 12TH STREET #3,SAN PEDRO,90731-,973 12TH 90731,,,,,,15,04/01/1992,11/01/1995,
0000020504-0001-1,JOHN J LEE,,2975 WILSHIRE BLVD #301,LOS ANGELES,90010-,2975 WILSHIRE 90010,,,,,,10,04/15/2000,11/01/2002,
0000020582-0001-1,L A GOLD INC,,404 W 7TH STREET #1012,LOS ANGELES,90014-,404 7TH 90014,,,,,,0,02/01/2000,06/20/2002,
0003236735-0001-7,BGMK LLC,,6009 W 3RD STREET,LOS ANGELES,90036-3141,6009 3RD 90036,6009 W 3RD STREET,LOS ANGELES,90036-3141,722110,Full-service restaurants,5,01/01/2021,,"(34.0703, -118.3518)"
0003239343-0001-1,RUTH GARCIA MARTINEZ,RUTH CLEANING,1512 S HOBART BLVD,LOS ANGELES,90006-4218,1512 HOBART 90006-4218,,,,,,10,01/10/2020,,"(34.045, -118.305)"
0000020670-0001-6,MARGUERITE GUZMAN,,302 E 33RD STREET,LOS ANGELES,90011-,302 33RD 90011,,,,,,0,05/13/1992,12/31/1994,
0000020684-0001-8,MAHMOUD ABASSI,,555 E 32ND STREET,LOS ANGELES,90011-,555 32ND 90011,,,,,,0,05/10/1992,12/31/1995,
0000020765-0001-3,NAUBINA ESTELA TRIGUEROS,,400 S BROADWAY,LOS ANGELES,90013-1103,400 BROADWAY 90013-1103,,,,,,14,01/01/1994,05/30/2014,
0000020775-0001-7,LOS ANGELES TILE COMPANY INC,,13536 SATICOY STREET,VAN NUYS,91402-6428,13536 SATICOY 91402-6428,,,,,,6,09/01/1949,02/11/2003,
0000020790-0001-1,ABEL CRUZ,,7627 S BROADWAY #1,LOS ANGELES,90003-,7627 BROADWAY 90003,,,,,,0,05/21/1992,12/31/1996,
0000020865-0001-1,JOSE LIMON,,1801 E SLAUSON AVENUE,LOS ANGELES,90058-,1801 SLAUSON 90058,,,,,,0,05/01/1992,09/30/1996,
0000020874-0001-1,MARIA NAVARETTE,,1708 BEVERLY BLVD,LOS ANGELES,90026-,1708 BEVERLY 90026,,,,,,13,01/01/1976,04/27/1999,
0000020945-0001-2,SAM SANTHA YIN,,412 W 6TH STREET #615,LOS ANGELES,90014-,412 6TH 90014,,,,,,0,04/10/2000,07/01/2000,
0000020959-0001-4,ANA SELIA CORNEJO DE CARRILLO,,2016 MAPLE AVENUE,LOS ANGELES,90011-,2016 MAPLE 90011,,,,,,0,06/02/1992,12/31/1998,
0000021010-0001-2,MORRIS/SARAH SPRINGER,,23756 POSEY LANE,WEST HILLS,91304-,23756 POSEY 91304,,,,,,0,06/01/1975,12/20/2003,
0000021038-0001-6,KAREN SCOTT,,1191 W 39TH PLACE,LOS ANGELES,90037-,1191 39TH 90037,,,,,,0,01/01/2000,10/31/2001,
0000021051-0001-1,ANGELINA/AURELIO CAMPAS,,4626 AVALON BLVD,LOS ANGELES,90011-,4626 AVALON 90011,,,,,,0,06/01/1992,12/31/2001,
0000021056-0002-2,MYRIAD LITIGATION SOLUTIONS LLC,,9911 W PICO BLVD SUITE #102,LOS ANGELES,90035-2799,9911 PICO 90035-2799,,,,,,5,03/01/2008,12/31/2012,
0003241893-0001-8,GUILSON ESTRADA,,14642 ERWIN STREET APT #1,VAN NUYS,91411-2380,14642 Erwin 91411-2380,,,,812990,All other personal services,6,01/01/2020,,"(34.1834, -118.4524)"
0000021122-0001-3,SARAH TRANG NGUYEN,,3245 CITY TERRACE DRIVE,LOS ANGELES,90063-,3245 CITY TERRACE 90063,,,,,,0,03/21/2000,12/31/2001,
0000021171-0001-7,KAM LIGHTING INC,,1825 PECK ROAD #I,MONROVIA,91016-4778,1825 PECK 91016-4778,,,,,,0,07/04/1999,12/31/2007,
0000021200-0001-5,J R BRAUN NORTHWEST INC,,155 HAMILTON ROAD N,CHEHALIS,98532-,155 HAMILTON 98532,,,,,,0,03/13/2000,06/24/2003,
0000021204-0001-3,TECHIES.COM /C,,7101 METRO BLVD,EDNA,55439-,7101 METRO 55439,,,,,,0,11/01/1999,08/26/2000,
0000021232-0001-5,PHOENIX USA INC,,51 W BORDEN STREET,COOKVILLE,38503-,51 BORDEN 38503,,,,,,0,03/21/2000,06/11/2003,
0000021262-0001-6,YOUNG KEUN PARK,,721 N VIRGIL AVENUE,LOS ANGELES,90029-,721 VIRGIL 90029,,,,,,13,05/15/1992,11/15/1999,
0000021291-0001-2,LOW CULTURE INC,,2539 WESTRIDGE ROAD,LOS ANGELES,90049-,2539 WESTRIDGE 90049,,,,,,11,02/28/2000,12/31/2000,
0000021377-0001-1,YOUNG SUN KIM,,12807 BURBANK BLVD #4,N HOLLYWOOD,91607-,12807 BURBANK 91607,,,,,,0,01/01/2000,12/31/2001,
0000021449-0001-7,SUPER BUY INC,,4425 S CENTRAL AVENUE,LOS ANGELES,90011-,4425 CENTRAL 90011,,,,,,0,05/15/2000,04/30/2001,
0000021458-0001-6,DONALD LOW & MARSHALL S FREEDMAN LP,,1847 WINONA BLVD,LOS ANGELES,90027-3869,1847 WINONA 90027-3869,,,,,,4,12/01/1974,04/30/2007,
0000021466-0001-1,LUCIA ALCANTAR,,5202 CHESTER STREET,LOS ANGELES,90032-,5202 CHESTER 90032,,,,,,14,04/25/2000,12/31/2000,
0000021503-0001-3,RICHARD L SCHAEFFER,,6747 ODESSA AVENUE #201,VAN NUYS,91406-6522,6747 ODESSA 91406-6522,,,,,,6,01/01/1987,12/31/2007,
0000021562-0001-1,ACEVES CONSTRUCTION INC,,10015 FRANCE AVENUE,TUJUNGA,91042-,10015 FRANCE 91042,,,,,,0,01/03/1995,12/31/1995,
0000021567-0001-3,PAUL V RUBIO,,825 N DITMAN AVENUE,LOS ANGELES,90063-3810,825 DITMAN 90063,,,,,,0,05/04/2000,12/31/2004,
0000021581-0001-3,FUTURE COMMUNITES INC,,15180 VISTA DEL RIO,CHINO,91710-,15180 VISTA DEL RIO 91710,,,,,,0,05/01/2000,11/01/2004,
0000021582-0001-8,KRZYSZTOF A ZAPALA,KRZYSZTOF ZAPALA ELECTRICAL CO,30467 MARSEILLE PLACE,CASTAIC,91384-4774,30467 MARSEILLE 91384,,,,235310,Electrical Contractors (1997 NAICS),0,06/10/1992,,"(34.4717, -118.6438)"
0000021591-0001-7,ALEJANDRO / LETICIA NAJERA,,10756 CERES AVENUE,WHITTIER,90604-2555,10756 CERES 90604-2555,,,,,,0,05/01/2000,11/01/2004,
0000021613-0001-5,GUY DILENA,,522 S NORMANDIE AVENUE,LOS ANGELES,90020-3030,522 NORMANDIE 90020-3030,,,,,,4,12/01/1972,12/31/2004,
0000021629-0001-6,MARK KEV ENTERPRISES INC,,2354 N ROBINHOOD PLACE,ORANGE,92867-,2354 ROBINHOOD 92867,,,,,,0,02/01/1999,11/01/2004,
0000021653-0001-0,RICHARD A MARITZER,,7164 MELROSE AVENUE,LOS ANGELES,90046-7626,7164 MELROSE 90046,,,,,,5,06/15/1992,12/31/2003,
0000021672-0001-2,SOLVAY CHEMICALS INC,,3333 RICHMOND AVENUE,HOUSTON,77098-3007,3333 RICHMOND 77098-3007,,,,,,0,03/01/2000,05/21/2013,
0000021745-0001-3,HOME OPPORTUNITY PROGRAM ENTERPRISES CORP,,3405 GLENDALE BLVD #85,LOS ANGELES,90039-,3405 GLENDALE 90039,,,,,,13,05/10/2000,12/31/2000,
0000021761-0001-2,TERESA PARK INC,,2868 1/2 W 8TH STREET,LOS ANGELES,90005-1295,2868 8TH 90005-1295,,,,,,1,05/11/2000,12/31/2006,
0000021792-0002-6,RAMIRO BARDALES,,4619 AUGUST STREET APT #16,LOS ANGELES,90008-1582,4619 AUGUST 90008-1582,,,,,,10,01/01/2005,12/31/2008,
0000021817-0001-0,TOMMY D STEADMAN,,6442 DORINDA WAY,CARMICHAEL,95608-,6442 DORINDA 95608,,,,,,0,05/15/2000,11/01/2004,
0000021824-0001-0,IMANI K GOOD,,5846 OPAL AVENUE,PALMDALE,93552-,5846 OPAL 93552,,,,,,0,05/15/2000,12/31/2000,
0000021836-0001-2,DAVID E MILLER,,1060 W BARREL SPRINGS ROAD,PALMDALE,93551-,1060 BARREL SPRINGS 93551,,,,,,0,09/29/1998,11/01/2004,
0000021845-0001-1,F/N ENTERPRISES INC,,3643 S 7TH STREET,PHOENIX,85040-1130,3643 7TH 85040-1130,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),0,06/01/2000,,
0000021849-0001-0,HOI O PAEK,,3155 MONTROSE AVENUE #122,LA CRESCENTA,91214-,3155 MONTROSE 91214,,,,,,0,06/15/1992,12/30/1998,
0000021853-0001-6,JANUSZ M RUSCK/MAREK H STACHOWSKI,,21311 VANOWEN STREET #112,CANOGA PARK,91303-,21311 VANOWEN 91303,,,,,,0,06/15/1992,12/31/1997,
0000021865-0001-9,JOE AUSTIN,,5837 BELBERT CIRCLE,CALABASAS,91302-,5837 BELBERT 91302,,,,,,0,01/01/1993,12/31/1993,
0000021892-0001-6,PSYCHIC EYE BOOK SHOPS INC,,218 MAIN STREET,VENICE,90291-,218 MAIN 90291,,,,,,11,06/15/1992,07/31/2000,
0000021916-0001-3,TERESITA S MATUDIO,,7851 LARAMIE AVENUE,WINNETKA,91306-2268,7851 LARAMIE 91306-2268,,,,,,3,06/11/1992,02/06/2008,
0000021945-0001-0,THOMAS STALLCUP,,7724 DANVERS STREET,DOWNEY,90240-,7724 DANVERS 90240,,,,,,0,06/12/1992,11/01/2004,
0000021947-0003-5,TWO DOLLAR CLOTHING CO/C,,2720 E OLYMPIC BLVD,LOS ANGELES,90023-3410,2720 OLYMPIC 90023-3410,,,,,,14,03/05/2007,12/30/2009,
0000021953-0001-4,LUCY C MURO,,15342 OXNARD STREET,VAN NUYS,91411-,15342 OXNARD 91411,,,,,,0,04/01/1975,12/31/1992,
0000021960-0001-4,RIGOBERTO CHAVEZ,,1400 NEWTON STREET,LOS ANGELES,90021-,1400 NEWTON 90021,,,,,,14,04/29/1992,12/31/1997,
0000021967-0001-6,STEVEN K VIAT,,4411 S MAIN STREET,LOS ANGELES,90037-,4411 MAIN 90037,,,,,,0,06/27/2000,05/10/2001,
0000021977-0001-0,THE MEDICAL GROUP OF LOS ANGELES INC,,5665 SANTA MONICA BLVD,LOS ANGELES,90038-,5665 SANTA MONICA 90038,,,,,,13,07/01/2000,12/31/2002,
0000021999-0001-6,COONG KHONG VONG,,5563 ALHAMBRA AVENUE,LOS ANGELES,90032-,5563 ALHAMBRA 90032,,,,,,14,06/13/2000,12/31/2002,
0000022026-0001-1,HARRIS SAVIDES INC,,255 W 108TH STREET #12A,NEW YORK,10025-2930,255 108TH 10025-2930,,,,,,0,04/15/1999,10/09/2012,
0000022042-0001-0,DONALD S MCCONKEY/RICHARD J FORESTA,,110 E 9TH STREET #B1143,LOS ANGELES,90079-,110 9TH 90079,,,,,,14,04/01/1992,02/28/1995,
0000022072-0001-1,JAY JUNG KO,,972 E 31ST STREET,LOS ANGELES,90011-2502,972 31ST 90011-2502,,,,,,9,05/19/2006,12/31/2010,
0000022110-0001-8,KEYVAN/SHIVA DAVOUDIAN,,10712 ROCHESTER AVENUE,LOS ANGELES,90024-5034,10712 ROCHESTER 90024,,,,,,5,02/13/2005,07/31/2005,
0000022220-0001-0,PPP CORP,,954 MOUNTAIN VIEW DRIVE,LAFAYETTE,94549-,954 MOUNTAIN VIEW 94549,,,,,,0,03/22/2000,08/24/2002,
0000022263-0001-8,THANAYUT LIAMSKUL,,7431 LAUREL CANYON BLVD #A,N HOLLYWOOD,91605-,7431 LAUREL CANYON 91605,,,,,,0,03/23/2000,12/31/2001,
0000022267-0001-6,JOAN JENKINS,BADGES UNLIMITED,19216 STRATHERN STREET,RESEDA,91335-1126,19216 STRATHERN 91335,,,,,,3,04/01/1975,12/31/2013,
0000022403-0001-2,TIRDAD ARIAVAD,,1328 S LOS ANGELES STREET,LOS ANGELES,90015-,1328 LOS ANGELES 90015,,,,,,0,08/10/1992,12/31/2002,
0003243944-0001-7,ROGER RIDGEWAY,TS RELIEF GROUP,155 W WASHINGTON BLVD,LOS ANGELES,90015-3552,155 WASHINGTON 90015,155 W WASHINGTON BLVD,LOS ANGELES,90015-3552,,,14,01/01/2020,,"(34.0321, -118.2662)"
0000022465-0001-3,GERALD ROTHBERG /C,,6255 W SUNSET BLVD #145,LOS ANGELES,90028-,6255 SUNSET 90028,,,,,,13,01/01/1975,04/19/2004,
0000022608-0001-1,"1814 N SERRANO, LLC",,1814 N SERRANO AVENUE #12,LOS ANGELES,90027-3430,1814 SERRANO 90027-3430,,,,,,13,05/01/1973,07/17/2013,
0000022658-0001-0,MJF CONSULTING INC,,7 PHILLIPS CIRCLE,LAGUNA NIGUEL,92677-4130,7 PHILLIPS 92677-4130,,,,,,0,11/24/2003,12/31/2011,
0000022685-0001-7,H COMM INC,,960 E DISCOVERY LN,ANAHEIM,92801-,960 DISCOVERY LN 92801,,,,,,0,11/01/2003,08/28/2004,
0000022696-0001-5,MARY E LEMANSKI,,2128 PICO BLVD,SANTA MONICA,90405-1718,2128 PICO 90405,,,,,,0,05/15/2003,10/31/2004,
0000022699-0001-9,LONEK GRIEF/LEON WEISS,,1154 S ROBERTSON BLVD,LOS ANGELES,90035-,1154 ROBERTSON 90035,,,,,,0,05/01/1974,06/30/2002,
0000022798-0001-2,DINJES INC,,23427 BLYTHE STREET,WEST HILLS,91304-4496,23427 BLYTHE 91304-4496,,,,,,3,03/01/2003,01/01/2007,
0000022875-0001-0,KJO & COMPANY INC,,690 PALMERA AVENUE,PACIFIC PALISADES,90272-3356,690 PALMERA 90272-3356,,,,,,11,06/21/2002,12/31/2004,
0000022961-0001-6,PROVISION INC,DYNAMIC,972 E 31ST STREET,LOS ANGELES,90011-2502,972 31ST 90011-2502,,,,,,9,03/01/2003,12/31/2015,
0000023006-0001-1,SALVADOR PEREZ,,916 S TRURO AVENUE,INGLEWOOD,90301-3731,916 TRURO 90301-3731,,,,,,0,01/01/1974,01/01/2010,
0000023028-0001-7,GEORGE R HAZAMA,,1260 W GARDENA BLVD #5,GARDENA,90247-4835,1260 GARDENA 90247-4835,,,,,,0,04/01/1975,07/10/2019,
0000023078-0001-5,CAPS PLUS INC,,563 S LOS ANGELES STREET,LOS ANGELES,90013-,563 LOS ANGELES 90013,,,,,,0,08/15/1994,12/31/2000,
0000023150-0001-0,ENERGY SAVING AUTOMATION CO INC,,1938 N BATAVIA STREET SUITE #N,ORANGE,92865-4140,1938 BATAVIA 92865-4140,,,,,,0,06/24/2003,12/31/2010,
0000023217-0001-5,YOUNG N CHO,,5110 RODEO ROAD,LOS ANGELES,90016-5266,5110 RODEO 90016-5266,,,,,,10,01/01/2003,07/31/2016,
0003225141-0001-0,MM GOOD CARE HOSPICE INC,,8815 RESEDA BLVD SUITE #E,NORTHRIDGE,91324-4040,8815 Reseda 91324-4040,,,,621610,Home health care services,12,12/11/2020,,"(34.2312, -118.5365)"
0000023299-0001-3,CHIC LINGERIE CO INC,,3435 S BROADWAY,LOS ANGELES,90007-,3435 BROADWAY 90007,,,,,,0,01/02/1975,10/01/1996,
0000023375-0001-6,MEDLEGAL INC,,6819 SEPULVEDA BLVD #103,VAN NUYS,91405-,6819 SEPULVEDA 91405,,,,,,0,04/16/1991,12/31/1996,
0000023481-0001-0,MARIANAS SEWING INC,,810 S SPRING STREET #704,LOS ANGELES,90014-2915,810 SPRING 90014-2915,,,,,,14,03/30/2003,12/31/2006,
0000023502-0001-3,"ANGELA FASHION, INC",,830 S HILL STREET #351,LOS ANGELES,90014-,830 HILL 90014,,,,,,14,06/01/2003,05/31/2004,
0000023585-0001-6,ALBERT C MILETO,,8486 W 3RD STREET,LOS ANGELES,90048-,8486 3RD 90048,,,,,,0,04/01/1975,12/31/2003,
0000023630-0001-3,CHUBB/SON INC,,3200 WILSHIRE BLVD #10FL,LOS ANGELES,90010-,3200 WILSHIRE 90010,,,,,,10,09/01/1948,12/31/1997,
0000023851-0001-1,KELLY M LANDS,,2118 BOSC LANE,PALMDALE,93551-6920,2118 BOSC 93551-6920,,,,,,0,10/01/2002,02/01/2007,
0000023948-0001-8,STEVE MIZUKI,,708 PATTERSON AVENUE,GLENDALE,91203-,708 PATTERSON 91203,,,,,,0,08/21/1997,11/01/2004,
0003203255-0001-2,"TAKJUL, INC",7 ELEVEN STORE 23640D,7018 VAN NUYS BLVD,VAN NUYS,91405-3059,7018 VAN NUYS 91405-3059,POST OFFICE BOX #219088,DALLAS,75221-9088,447100,Gasoline stations (including convenience stores with gas),0,07/14/2020,,
0003215044-0001-9,CATHI CARLTON CASTING INC,,2200 GLYNDON AVENUE,VENICE,90291-4043,2200 Glyndon 90291-4043,,,,,,11,05/13/2020,03/31/2021,
0000024076-0001-3,LITTON SYSTEMS INC,,200 E HANOVER AVENUE,MORRIS PLAINS,07950-,200 HANOVER 07950,,,,,,0,09/18/1985,12/31/2001,
0000024130-0001-0,INFORMATION INC,,1725 K STREET NW #1414,WASHINGTON,20006-,1725 K 20006,2708 WILSHIRE BLVD APT #347,SANTA MONICA,90403-4706,,,0,03/01/1992,09/28/2001,
0000024141-0001-8,DOWOOMI INC,,3542 1/2 W 8TH STREET,LOS ANGELES,90005-2994,3542 8TH 90005-2994,,,,,,10,07/01/2000,05/01/2004,
0000024150-0001-7,ELIZABETH WOOD,,1001 W 17TH STREET,COSTA MESA,92627-,1001 17TH 92627,,,,,,0,07/25/1992,11/01/2004,
0000024160-0001-1,JOE/MARGARET MESSINA,,4114 W 149TH STREET,LAWNDALE,90260-1711,4114 149TH 90260,,,,,,0,01/31/1985,06/17/2009,
0003214380-0001-2,JESSICA JONES SKIN CARE LLC,,5074 W PICO BLVD,LOS ANGELES,90019-4130,5074 PICO 90019-4130,4180 MARLTON AVENUE UNIT #4,LOS ANGELES,90008-3568,446120,"Cosmetics, beauty supplies, & perfume stores",10,09/10/2020,,"(34.0476, -118.3488)"
0000024213-0001-4,LIONEL KOFFLER,,WILLOWDALE ONTARIO,CANADA M2H2S4,-,WILLOWDALE ONTARIO,,,,,,0,07/01/1992,08/30/1993,
0000024217-0001-2,ROBERT LEE CLAYTON,,408 E 41ST STREET,LOS ANGELES,90011-,408 41ST 90011,,,,,,0,05/01/1949,12/31/2000,
0000024274-0001-1,VIVAT CHAI,,629 S HILL STREET #1102,LOS ANGELES,90014-,629 HILL 90014,,,,,,0,06/02/1995,03/01/1998,
0000024298-0001-6,YOUNG CHUL CHUN,,1059 S WILTON PLACE,LOS ANGELES,90019-3539,1059 WILTON 90019-3539,,,,,,10,06/01/1999,12/31/2008,
0000024310-0001-9,TRANG THUY THI TA,,P O BOX 427 POST OFFICE BOX #427,AMERICUS,31709-,P O BOX 427 31709,,,,,,0,07/20/1992,12/31/1999,
0000024364-0001-5,INTERNATIONAL MEDICAL CORPS /C,,11500 W OLYMPIC BLVD #506,LOS ANGELES,90064-1525,11500 OLYMPIC 90064-1525,,,,,,11,01/01/1991,12/31/2004,
0000024387-0001-6,ELIA SIGALA,,1132 S LORENA STREET,LOS ANGELES,90023-2927,1132 LORENA 90023,,,,,,14,07/13/1992,12/31/1999,
0000024396-0001-5,FASHION PRINTEX INC,,1700 E 21ST STREET,LOS ANGELES,90058-,1700 21ST 90058,,,,,,0,07/01/1992,12/31/1999,
0000024416-0001-4,HECTOR RAPIRAP,,128 S MADISON AVENUE,LOS ANGELES,90004-6052,128 MADISON 90004-6052,,,,,,13,09/01/2003,12/01/2015,
0000024438-0001-1,TINA TRUONG,,1712 W SUNSET BLVD,LOS ANGELES,90026-,1712 SUNSET 90026,,,,,,13,07/01/1992,10/01/1999,
0003252807-0001-7,ANTOINETTE BRISTOL,TUNAFISH PAINTING CO,1165 ENGLANDER STREET,SAN PEDRO,90731-1126,1165 Englander 90731-1126,,,,812990,All other personal services,15,07/07/2020,,"(33.7646, -118.3023)"
0000024508-0001-8,W & M INC,,5609 E BEVERLY BLVD,LOS ANGELES,90022-,5609 BEVERLY 90022,,,,,,0,02/25/1999,11/01/2004,
0000024532-0001-1,ANDRIA C DAY,,8918 1/2 RAMSGATE AVENUE,LOS ANGELES,90045-4612,8918 RAMSGATE 90045-4612,,,,,,11,01/05/2003,12/31/2006,
0000024605-0001-2,HYUN SOOK YANG,,10707 AVALON BLVD,LOS ANGELES,90061-2521,10707 AVALON 90061-2521,,,,,,8,07/28/2003,12/31/2004,
0000024674-0001-3,SOMOS INC,,501 W OLYMPIC BLVD #930,LOS ANGELES,90015-,501 OLYMPIC 90015,,,,,,0,06/20/2000,10/15/2000,
0000024736-0001-6,"C.H. ROBINSON FREIGHT SERVICES, LTD",,680 KNOX STREET SUITE #210,TORRANCE,90502-1325,680 KNOX 90502-1325,,,,,,0,07/01/2000,11/30/2016,
0000025264-0001-4,VAN TODD,,3068 REDONDO AVENUE,CAMARILLO,93012-9269,3068 REDONDO 93012-9269,,,,,,0,07/01/2003,12/31/2005,
0000025428-0001-4,SUN KWAN HUH,,111 W 7TH STREET,LOS ANGELES,90014-,111 7TH 90014,,,,,,0,07/29/1992,12/31/1996,
0000025462-0001-1,ROBIN J HIESL,,23837 VICTORY BLVD,WEST HILLS,91307-,23837 VICTORY 91307,,,,,,0,07/01/1992,12/30/1996,
0000025576-0001-1,ABRAHAM JLENKERIAN / GAYANE SMSARYAN,,11614 SOPHIA AVENUE,GRANADA HILLS,91344-3043,11614 SOPHIA 91344-3043,,,,,,12,08/01/2003,11/30/2009,
0000025708-0001-1,RED MASTERING LLC,,7175 WILLOUGHBY AVENUE,LOS ANGELES,90046-6711,7175 WILLOUGHBY 90046-6711,,,,,,5,04/15/2003,10/31/2004,
0000025840-0001-8,DELORES CORRALES,,24827 RAILROAD AVENUE #123,SANTA CLARITA,91321-1520,24827 RAILROAD 91321-1520,,,,448150,Clothing accessories stores,0,05/01/1975,12/31/2008,"(34.3844, -118.531)"
0000025984-0001-9,BILL & MIKE VIDEO INC,,18208 S WESTERN AVENUE,GARDENA,90248-,18208 WESTERN 90248,,,,,,0,07/01/1992,11/08/1997,
0000026010-0001-9,CALMAT CO INC,,500 N BRAND BLVD FLOOR #5TH,GLENDALE,91203-1923,500 BRAND 91203-1923,,,,,,0,07/01/1972,12/31/2015,
0000026038-0001-2,POWERPLANT CONSULTANTS INC,,1106 E EMPORIA STREET,ONTARIO,91761-2021,1106 EMPORIA 91761-2021,,,,,,0,06/26/1992,12/31/2015,
0000026214-0001-3,PETE HO LIM,,5334 W SUNSET BLVD,LOS ANGELES,90027-5698,5334 SUNSET 90027,,,,,,13,06/28/1992,05/03/2000,
